ENCFF	ChIP-CellLine	TF-Target	Enh-CellLine	Total_Bin_Size	Enh_Bin_Size	Rand_Bind_Size	TotalPeaks	PeakOverlap	PeakOverlap_Rand
ENCFF082DOH	K562	CBFA2T3	MCF7	2959575	16434	25000	49681	2176	401
ENCFF084BUP	K562	SMAD1	MCF7	2959575	16434	25000	8821	1758	60
ENCFF086TAD	K562	ATF4	MCF7	2959575	16434	25000	40125	1786	335
ENCFF086ZTC	HepG2	MAZ	MCF7	2959575	16434	25000	15118	2970	132
ENCFF088YXY	HepG2	RFX1	MCF7	2959575	16434	25000	5942	522	64
ENCFF089XCL	HepG2	RELA	MCF7	2959575	16434	25000	6509	1289	54
ENCFF090CEP	MCF-7	E2F4	MCF7	2959575	16434	25000	1221	146	4
ENCFF091NQE	MCF-7	ELF1	MCF7	2959575	16434	25000	21058	5657	148
ENCFF091TCH	K562	RBM15	MCF7	2959575	16434	25000	285	93	1
ENCFF092DLN	K562	RBM14	MCF7	2959575	16434	25000	2991	556	31
ENCFF093AZT	HepG2	MTA3	MCF7	2959575	16434	25000	598	127	3
ENCFF096AYV	K562	ZNF518B	MCF7	2959575	16434	25000	722	103	11
ENCFF096EUR	HepG2	PPARGC1A	MCF7	2959575	16434	25000	88	22	3
ENCFF096JXF	MCF-7	E2F8	MCF7	2959575	16434	25000	1444	426	5
ENCFF099OSI	K562	HMG20B	MCF7	2959575	16434	25000	1158	239	12
ENCFF099RDJ	K562	PKNOX1	MCF7	2959575	16434	25000	48726	3450	402
ENCFF099SDO	HepG2	ZFX	MCF7	2959575	16434	25000	50692	6554	391
ENCFF101DBG	K562	TAL1	MCF7	2959575	16434	25000	26007	979	222
ENCFF101SEZ	K562	SRF	MCF7	2959575	16434	25000	5318	838	45
ENCFF102ZOU	HepG2	CHD2	MCF7	2959575	16434	25000	6944	1438	47
ENCFF102ZUM	HepG2	THRB	MCF7	2959575	16434	25000	16253	1903	128
ENCFF103YZQ	K562	GABPB2	MCF7	2959575	16434	25000	1432	259	18
ENCFF104XLA	HepG2	ZNF234	MCF7	2959575	16434	25000	5813	1022	33
ENCFF105VCL	HepG2	SIN3B	MCF7	2959575	16434	25000	5722	1269	47
ENCFF106ECV	K562	ESRRB	MCF7	2959575	16434	25000	999	170	10
ENCFF107EWI	A549	REST	MCF7	2959575	16434	25000	19366	3565	144
ENCFF108LBD	HepG2	SMAD7	MCF7	2959575	16434	25000	30671	4738	242
ENCFF108PPK	HepG2	ZNF510	MCF7	2959575	16434	25000	10865	1894	82
ENCFF109ADF	A549	FOXF2	MCF7	2959575	16434	25000	9379	1718	74
ENCFF110GDP	K562	ZNF282	MCF7	2959575	16434	25000	9608	1509	78
ENCFF110HVI	K562	TRIM25	MCF7	2959575	16434	25000	4899	574	43
ENCFF110MJW	HepG2	SIN3A	MCF7	2959575	16434	25000	21950	3654	168
ENCFF110OZO	A549	SP1	MCF7	2959575	16434	25000	43366	7119	321
ENCFF112JVK	MCF-7	FOXA1	MCF7	2959575	16434	25000	37406	3945	308
ENCFF113LBV	K562	KAT8	MCF7	2959575	16434	25000	1310	249	7
ENCFF114SGL	HepG2	TOPORS	MCF7	2959575	16434	25000	13290	2144	86
ENCFF115ENN	HepG2	ZNF576	MCF7	2959575	16434	25000	5507	876	37
ENCFF115KRO	MCF-7	E2F1	MCF7	2959575	16434	25000	34683	6631	274
ENCFF115WXJ	MCF-7	NONO	MCF7	2959575	16434	25000	2157	358	15
ENCFF117XRE	K562	ZMYM3	MCF7	2959575	16434	25000	40976	1032	354
ENCFF118GMS	K562	CREB3L1	MCF7	2959575	16434	25000	17206	2847	118
ENCFF119AHD	K562	MAFF	MCF7	2959575	16434	25000	27899	1076	241
ENCFF119UOZ	HepG2	ZNF232	MCF7	2959575	16434	25000	16491	2632	124
ENCFF120BVS	HepG2	ZNF221	MCF7	2959575	16434	25000	23489	3603	165
ENCFF122FTW	K562	STAT5B	MCF7	2959575	16434	25000	608	31	10
ENCFF123EUU	K562	IRF1	MCF7	2959575	16434	25000	14203	1894	99
ENCFF123FQW	HepG2	HNF4G	MCF7	2959575	16434	25000	24929	2043	200
ENCFF123IHX	K562	CAMTA2	MCF7	2959575	16434	25000	2397	478	17
ENCFF124FTW	K562	BCOR	MCF7	2959575	16434	25000	41127	2485	349
ENCFF124KCE	K562	ZBTB43	MCF7	2959575	16434	25000	5010	915	33
ENCFF124UUN	HepG2	KLF12	MCF7	2959575	16434	25000	15088	2550	127
ENCFF125ABN	HepG2	NR2F1	MCF7	2959575	16434	25000	14098	1425	111
ENCFF125GZU	K562	SOX6	MCF7	2959575	16434	25000	33001	3228	285
ENCFF125JED	A549	FOXA1	MCF7	2959575	16434	25000	33937	3836	284
ENCFF127ZZG	HepG2	NFIB	MCF7	2959575	16434	25000	2456	245	18
ENCFF128AZO	HepG2	TEAD1	MCF7	2959575	16434	25000	35111	4164	295
ENCFF128YWS	K562	MLX	MCF7	2959575	16434	25000	3313	428	27
ENCFF129FEV	A549	MAFK	MCF7	2959575	16434	25000	61032	2170	535
ENCFF129SBX	HepG2	HCFC1	MCF7	2959575	16434	25000	6433	1335	46
ENCFF130JVF	K562	BRD4	MCF7	2959575	16434	25000	9338	1849	86
ENCFF130LVT	HepG2	NFE2L2	MCF7	2959575	16434	25000	10440	740	85
ENCFF130OKL	HepG2	ZNF217	MCF7	2959575	16434	25000	31670	3835	243
ENCFF130WQT	K562	PHTF2	MCF7	2959575	16434	25000	1611	274	14
ENCFF130ZHU	HepG2	ZNF557	MCF7	2959575	16434	25000	8569	1538	65
ENCFF131TYZ	MCF-7	SRF	MCF7	2959575	16434	25000	10137	2906	89
ENCFF132AJP	HepG2	MLX	MCF7	2959575	16434	25000	15818	2195	119
ENCFF132DPY	K562	ZBTB40	MCF7	2959575	16434	25000	5054	290	39
ENCFF132RKR	HepG2	KAT2B	MCF7	2959575	16434	25000	2597	135	15
ENCFF133TSU	K562	ELF1	MCF7	2959575	16434	25000	20735	3052	169
ENCFF133VHU	HepG2	HDAC1	MCF7	2959575	16434	25000	19083	2892	154
ENCFF133ZSB	A549	FOSB	MCF7	2959575	16434	25000	6495	1364	50
ENCFF134HBP	K562	U2AF2	MCF7	2959575	16434	25000	127	0	1
ENCFF135VAJ	HepG2	ZNF33B	MCF7	2959575	16434	25000	10726	1854	73
ENCFF137JHO	A549	ZFP36	MCF7	2959575	16434	25000	11348	591	75
ENCFF137OGC	K562	XRCC3	MCF7	2959575	16434	25000	1139	31	10
ENCFF137QEJ	HepG2	ZSCAN21	MCF7	2959575	16434	25000	20169	3154	167
ENCFF137ZTF	HepG2	POLR2AphosphoS5	MCF7	2959575	16434	25000	29431	4000	225
ENCFF139FEW	HepG2	ZFHX3	MCF7	2959575	16434	25000	10320	1057	97
ENCFF139FMU	K562	HCFC1	MCF7	2959575	16434	25000	13060	2303	100
ENCFF139XIZ	HepG2	FUBP1	MCF7	2959575	16434	25000	4450	803	33
ENCFF140PUO	HepG2	MAX	MCF7	2959575	16434	25000	14531	2445	100
ENCFF141CBF	MCF-7	TSC22D1	MCF7	2959575	16434	25000	5854	1191	53
ENCFF141FYD	HepG2	RFX5	MCF7	2959575	16434	25000	7334	1287	78
ENCFF141HPL	K562	ZFP30	MCF7	2959575	16434	25000	875	94	6
ENCFF141IMM	HepG2	IRF9	MCF7	2959575	16434	25000	18246	3004	138
ENCFF141UZG	HepG2	ZNF543	MCF7	2959575	16434	25000	17970	2869	139
ENCFF142CUN	HepG2	ZNF496	MCF7	2959575	16434	25000	178	26	0
ENCFF142EQZ	K562	STAT2	MCF7	2959575	16434	25000	2704	391	20
ENCFF142MJD	K562	AFF4	MCF7	2959575	16434	25000	13558	2572	102
ENCFF142NAV	MCF-7	NFXL1	MCF7	2959575	16434	25000	1406	232	14
ENCFF142ZTD	K562	KLF10	MCF7	2959575	16434	25000	1071	160	11
ENCFF143MEF	K562	ILK	MCF7	2959575	16434	25000	1466	67	16
ENCFF143QCD	HepG2	ZNF749	MCF7	2959575	16434	25000	11694	2044	93
ENCFF144OPN	MCF-7	HES1	MCF7	2959575	16434	25000	4749	509	38
ENCFF144ZLB	K562	TSHZ1	MCF7	2959575	16434	25000	2650	242	24
ENCFF146GZZ	K562	ZBTB33	MCF7	2959575	16434	25000	3362	453	27
ENCFF147IAH	K562	MCM2	MCF7	2959575	16434	25000	222	29	0
ENCFF148RPN	HepG2	ZBTB24	MCF7	2959575	16434	25000	1528	223	4
ENCFF148YMC	K562	SMARCE1	MCF7	2959575	16434	25000	33975	2938	271
ENCFF149QHA	HepG2	ZBTB3	MCF7	2959575	16434	25000	9664	1616	78
ENCFF150NHK	HepG2	SMARCC2	MCF7	2959575	16434	25000	2470	305	15
ENCFF150PTQ	MCF-7	RFX1	MCF7	2959575	16434	25000	26431	3387	235
ENCFF154DSR	HepG2	ZSCAN5A	MCF7	2959575	16434	25000	12887	1983	101
ENCFF154IVU	K562	BHLHE40	MCF7	2959575	16434	25000	27825	3342	231
ENCFF154VTV	HepG2	GATA4	MCF7	2959575	16434	25000	13572	2000	109
ENCFF155CEQ	HepG2	RAD21	MCF7	2959575	16434	25000	41314	5009	365
ENCFF155LGO	A549	CEBPB	MCF7	2959575	16434	25000	17272	1607	149
ENCFF155NXO	HepG2	ZNF704	MCF7	2959575	16434	25000	11067	2012	82
ENCFF156EZP	K562	ZNF655	MCF7	2959575	16434	25000	802	102	8
ENCFF156GHD	K562	CC2D1A	MCF7	2959575	16434	25000	22681	2911	187
ENCFF156UNQ	HepG2	HMG20A	MCF7	2959575	16434	25000	25843	2528	224
ENCFF158BJH	HepG2	GATAD2A	MCF7	2959575	16434	25000	55148	6085	448
ENCFF158YBV	MCF-7	GABPA	MCF7	2959575	16434	25000	4110	774	33
ENCFF159END	K562	ZNF717	MCF7	2959575	16434	25000	1552	292	17
ENCFF160KBR	MCF-7	RCOR1	MCF7	2959575	16434	25000	8286	2455	66
ENCFF160TJG	MCF-7	ZBTB40	MCF7	2959575	16434	25000	14167	2038	139
ENCFF161TZL	HepG2	JARID2	MCF7	2959575	16434	25000	5179	1102	44
ENCFF162UZN	HepG2	ADNP	MCF7	2959575	16434	25000	7736	786	58
ENCFF162YBD	HepG2	PROX1	MCF7	2959575	16434	25000	31404	2998	251
ENCFF163LGN	HepG2	FOXP4	MCF7	2959575	16434	25000	35681	4206	288
ENCFF164JZB	HepG2	RFX3	MCF7	2959575	16434	25000	5769	840	59
ENCFF165EYN	HepG2	HBP1	MCF7	2959575	16434	25000	15244	2534	127
ENCFF165IYE	HepG2	PAWR	MCF7	2959575	16434	25000	3905	766	25
ENCFF165JQS	K562	ZNF778	MCF7	2959575	16434	25000	288	19	2
ENCFF165MOD	HepG2	ARID2	MCF7	2959575	16434	25000	13698	2084	102
ENCFF166QJY	HepG2	NFYA	MCF7	2959575	16434	25000	17619	2908	144
ENCFF167CQF	K562	EP400	MCF7	2959575	16434	25000	34356	4608	326
ENCFF169AWH	K562	ZNF134	MCF7	2959575	16434	25000	6646	600	49
ENCFF169BSN	A549	HDAC2	MCF7	2959575	16434	25000	4049	391	24
ENCFF169MAE	K562	NFIC	MCF7	2959575	16434	25000	51838	3566	420
ENCFF169QCM	A549	ELF1	MCF7	2959575	16434	25000	11625	2749	74
ENCFF169QYL	K562	ZNF165	MCF7	2959575	16434	25000	3471	461	30
ENCFF170GIQ	HepG2	ZNF652	MCF7	2959575	16434	25000	16066	1664	135
ENCFF171NEU	K562	SP1	MCF7	2959575	16434	25000	7890	1317	64
ENCFF171VVS	HepG2	GTF2F1	MCF7	2959575	16434	25000	5982	1516	54
ENCFF172LIW	HepG2	ATF7-NPFF	MCF7	2959575	16434	25000	17541	2821	135
ENCFF173QUY	K562	E2F5	MCF7	2959575	16434	25000	5214	950	41
ENCFF174JHS	HepG2	PATZ1	MCF7	2959575	16434	25000	44192	5596	370
ENCFF175FFY	HepG2	POGZ	MCF7	2959575	16434	25000	34541	4094	278
ENCFF176MDV	K562	SAFB2	MCF7	2959575	16434	25000	63	3	1
ENCFF179LFO	HepG2	SNAI1	MCF7	2959575	16434	25000	10856	1882	86
ENCFF179WDI	A549	RFX5	MCF7	2959575	16434	25000	6460	1411	68
ENCFF180KAV	K562	HEY1	MCF7	2959575	16434	25000	2703	421	15
ENCFF180WMP	HepG2	ZBTB37	MCF7	2959575	16434	25000	8181	1181	62
ENCFF180XUM	K562	ZNF3	MCF7	2959575	16434	25000	2432	336	14
ENCFF180XXZ	MCF-7	MTA2	MCF7	2959575	16434	25000	1205	156	11
ENCFF182FNR	HepG2	SAP130	MCF7	2959575	16434	25000	69977	8313	569
ENCFF184PHK	MCF-7	CUX1	MCF7	2959575	16434	25000	13440	2617	116
ENCFF185KMK	K562	HMGXB4	MCF7	2959575	16434	25000	8859	1512	80
ENCFF185UUT	MCF-7	ESR1	MCF7	2959575	16434	25000	22011	4525	192
ENCFF186RPU	HepG2	ZNF225	MCF7	2959575	16434	25000	12374	1967	92
ENCFF187BVL	K562	STAT5A	MCF7	2959575	16434	25000	13172	928	123
ENCFF187WJM	HepG2	ATM	MCF7	2959575	16434	25000	1266	65	7
ENCFF188PLS	K562	MECOM	MCF7	2959575	16434	25000	9833	764	85
ENCFF189OHQ	K562	EHMT2	MCF7	2959575	16434	25000	17353	1038	141
ENCFF189PKJ	HepG2	ZNF883	MCF7	2959575	16434	25000	16485	2621	138
ENCFF189UXQ	HepG2	TOE1	MCF7	2959575	16434	25000	3345	205	23
ENCFF190LEQ	HepG2	GZF1	MCF7	2959575	16434	25000	9799	1602	78
ENCFF191NVV	HepG2	ETS1	MCF7	2959575	16434	25000	9317	1489	68
ENCFF192ASP	K562	ATF2	MCF7	2959575	16434	25000	41800	1544	372
ENCFF192BPQ	MCF-7	ZBTB1	MCF7	2959575	16434	25000	1022	110	9
ENCFF192MEM	K562	ZNF175	MCF7	2959575	16434	25000	19009	1983	168
ENCFF193BGB	K562	ZNF397	MCF7	2959575	16434	25000	2934	516	32
ENCFF195YGC	K562	AFF1	MCF7	2959575	16434	25000	18822	2314	161
ENCFF195YPT	HepG2	ZBED5	MCF7	2959575	16434	25000	4820	807	30
ENCFF197CVM	MCF-7	ZNF217	MCF7	2959575	16434	25000	27435	7778	202
ENCFF197SXI	K562	FOXA3	MCF7	2959575	16434	25000	12390	1664	117
ENCFF197YSM	HepG2	KAT8	MCF7	2959575	16434	25000	36000	5373	274
ENCFF198GZQ	HepG2	TBP	MCF7	2959575	16434	25000	18270	3268	158
ENCFF198NGY	K562	ELK3	MCF7	2959575	16434	25000	1479	208	20
ENCFF198OOM	HepG2	SPEN	MCF7	2959575	16434	25000	27155	4164	201
ENCFF199CQK	K562	TAF7	MCF7	2959575	16434	25000	10551	2042	100
ENCFF199GFU	K562	NR2C1	MCF7	2959575	16434	25000	23344	2252	220
ENCFF199NUD	HepG2	KAT7	MCF7	2959575	16434	25000	18719	2867	123
ENCFF200SDQ	HepG2	REST	MCF7	2959575	16434	25000	2469	50	19
ENCFF201DBE	A549	RARB	MCF7	2959575	16434	25000	5378	1242	35
ENCFF202WIO	HepG2	PHF8	MCF7	2959575	16434	25000	5645	1267	35
ENCFF206BGR	K562	ATF1	MCF7	2959575	16434	25000	16938	1748	159
ENCFF206KPV	HepG2	SMAD3	MCF7	2959575	16434	25000	20776	3477	177
ENCFF206LMB	K562	THAP12	MCF7	2959575	16434	25000	10143	1819	96
ENCFF207MLR	K562	ZNF408	MCF7	2959575	16434	25000	666	32	4
ENCFF207XCM	K562	ZNF140	MCF7	2959575	16434	25000	1145	80	10
ENCFF208OME	K562	ZNF700	MCF7	2959575	16434	25000	2282	245	18
ENCFF209DVO	K562	ZBTB2	MCF7	2959575	16434	25000	16476	2126	157
ENCFF209MHH	HepG2	CERS6	MCF7	2959575	16434	25000	2540	456	20
ENCFF209WPT	K562	TEAD2	MCF7	2959575	16434	25000	4595	542	40
ENCFF209ZVL	A549	HES2	MCF7	2959575	16434	25000	4250	584	41
ENCFF211TTD	K562	NONO	MCF7	2959575	16434	25000	5910	1003	42
ENCFF214ICQ	MCF-7	ESRRA	MCF7	2959575	16434	25000	8670	1975	65
ENCFF214SNH	K562	TEAD1	MCF7	2959575	16434	25000	18171	2946	160
ENCFF215FJJ	HepG2	ZNF841	MCF7	2959575	16434	25000	4254	680	37
ENCFF215JWS	K562	PHF21A	MCF7	2959575	16434	25000	7067	1194	58
ENCFF215KQQ	A549	POLR2AphosphoS2	MCF7	2959575	16434	25000	5884	503	54
ENCFF215UIS	HepG2	ZNF660	MCF7	2959575	16434	25000	1467	296	12
ENCFF216ISR	HepG2	NR1H2	MCF7	2959575	16434	25000	4744	753	32
ENCFF216JWP	HepG2	ZNF710	MCF7	2959575	16434	25000	23351	3173	187
ENCFF216KLB	HepG2	ZFP91	MCF7	2959575	16434	25000	42389	6228	344
ENCFF216VXG	HepG2	ZNF580	MCF7	2959575	16434	25000	22488	3769	170
ENCFF217LXF	K562	SMARCB1	MCF7	2959575	16434	25000	2394	210	18
ENCFF217MBF	K562	SRSF7	MCF7	2959575	16434	25000	256	24	1
ENCFF217STG	HepG2	EEA1	MCF7	2959575	16434	25000	9304	1504	66
ENCFF217XUD	HepG2	GABPB1	MCF7	2959575	16434	25000	42527	5898	336
ENCFF219NIA	K562	ZNF740	MCF7	2959575	16434	25000	8097	1168	63
ENCFF220RUS	MCF-7	SIN3A	MCF7	2959575	16434	25000	30627	6938	229
ENCFF221TRR	K562	E2F4	MCF7	2959575	16434	25000	5282	895	40
ENCFF222FLQ	HepG2	SSRP1	MCF7	2959575	16434	25000	11983	1693	89
ENCFF222VDW	MCF-7	FOXK2	MCF7	2959575	16434	25000	1075	149	9
ENCFF223BRJ	MCF-7	ZNF579	MCF7	2959575	16434	25000	11964	3407	81
ENCFF224RFJ	HepG2	ZFP62	MCF7	2959575	16434	25000	1445	303	15
ENCFF225FXI	MCF-7	KLF9	MCF7	2959575	16434	25000	19416	3151	165
ENCFF227RXB	HepG2	TRIM24	MCF7	2959575	16434	25000	4205	363	28
ENCFF228CDD	A549	TCF12	MCF7	2959575	16434	25000	31794	5495	243
ENCFF229WDE	HepG2	ZMYM4	MCF7	2959575	16434	25000	43713	5131	334
ENCFF230DZT	K562	ZC3H8	MCF7	2959575	16434	25000	1950	340	14
ENCFF230KZH	HepG2	ZNF775	MCF7	2959575	16434	25000	5690	959	55
ENCFF230OBH	HepG2	ASH2L	MCF7	2959575	16434	25000	41137	5731	301
ENCFF230YBC	HepG2	ZNF3	MCF7	2959575	16434	25000	7731	975	55
ENCFF233BHX	HepG2	NRL	MCF7	2959575	16434	25000	19719	2943	162
ENCFF233OIC	HepG2	ZNF512	MCF7	2959575	16434	25000	6210	770	50
ENCFF233ZOX	HepG2	ZNF292	MCF7	2959575	16434	25000	26162	2999	211
ENCFF236CPT	HepG2	ZNF367	MCF7	2959575	16434	25000	4600	921	33
ENCFF237AST	HepG2	ZNF33A	MCF7	2959575	16434	25000	5716	1050	43
ENCFF238QAG	MCF-7	TRIM22	MCF7	2959575	16434	25000	27098	4894	215
ENCFF238XIA	K562	TGIF2	MCF7	2959575	16434	25000	4295	633	44
ENCFF239GSE	HepG2	SMARCE1	MCF7	2959575	16434	25000	779	88	5
ENCFF239IMY	HepG2	MYC	MCF7	2959575	16434	25000	32244	4781	242
ENCFF239LRW	HepG2	SUZ12	MCF7	2959575	16434	25000	2197	354	15
ENCFF240ZHW	MCF-7	CEBPB	MCF7	2959575	16434	25000	37751	4554	311
ENCFF241YGM	HepG2	MATR3	MCF7	2959575	16434	25000	557	84	2
ENCFF242AOL	K562	ZEB2	MCF7	2959575	16434	25000	25673	2445	222
ENCFF243JXS	HepG2	SMAD1	MCF7	2959575	16434	25000	11326	2103	82
ENCFF245JPK	K562	OTX1	MCF7	2959575	16434	25000	10703	1448	87
ENCFF245TLY	HepG2	FLYWCH1	MCF7	2959575	16434	25000	4022	692	38
ENCFF245XOL	HepG2	E2F4	MCF7	2959575	16434	25000	21956	3471	164
ENCFF247VVK	MCF-7	YBX1	MCF7	2959575	16434	25000	3384	154	33
ENCFF249NCB	HepG2	PREB	MCF7	2959575	16434	25000	2452	446	20
ENCFF249WHV	HepG2	ZNF571	MCF7	2959575	16434	25000	5794	1105	58
ENCFF250DNU	HepG2	CEBPZ	MCF7	2959575	16434	25000	489	78	5
ENCFF251TUO	HepG2	FOXA3	MCF7	2959575	16434	25000	47949	5110	392
ENCFF252CVY	HepG2	PAF1	MCF7	2959575	16434	25000	6873	590	60
ENCFF253UAF	K562	ZNF280B	MCF7	2959575	16434	25000	1779	93	16
ENCFF254ZSQ	HepG2	CSRNP2	MCF7	2959575	16434	25000	2064	345	16
ENCFF255HEF	K562	ZNF407	MCF7	2959575	16434	25000	4524	583	35
ENCFF255QEY	HepG2	ZNF616	MCF7	2959575	16434	25000	8994	1532	61
ENCFF257BGF	HepG2	KLF16	MCF7	2959575	16434	25000	30651	4843	226
ENCFF257CCO	HepG2	NFYB	MCF7	2959575	16434	25000	15456	2229	114
ENCFF257JVF	HepG2	MNT	MCF7	2959575	16434	25000	33339	1947	270
ENCFF257NOX	K562	SIN3B	MCF7	2959575	16434	25000	8987	1561	68
ENCFF258GDS	K562	BRCA1	MCF7	2959575	16434	25000	469	5	6
ENCFF258MNE	HepG2	ARID4A	MCF7	2959575	16434	25000	44831	6197	348
ENCFF258PLH	K562	FOS	MCF7	2959575	16434	25000	7854	1047	57
ENCFF258VTL	MCF-7	ZNF24	MCF7	2959575	16434	25000	11402	2831	92
ENCFF258XBJ	K562	CBX2	MCF7	2959575	16434	25000	2907	27	29
ENCFF259PTV	HepG2	ZNF570	MCF7	2959575	16434	25000	3166	614	16
ENCFF259UJN	HepG2	ZNF549	MCF7	2959575	16434	25000	2666	377	17
ENCFF260APL	HepG2	FOXK2	MCF7	2959575	16434	25000	9215	1253	67
ENCFF260FYO	HepG2	CEBPA	MCF7	2959575	16434	25000	58396	4046	472
ENCFF261DZR	MCF-7	ATF7	MCF7	2959575	16434	25000	24059	2566	202
ENCFF261NJZ	HepG2	ZNF460	MCF7	2959575	16434	25000	16514	1184	135
ENCFF262CSX	HepG2	ZNF713	MCF7	2959575	16434	25000	6066	1098	36
ENCFF264GAF	HepG2	HLF	MCF7	2959575	16434	25000	67206	2166	581
ENCFF265KKE	K562	NELFE	MCF7	2959575	16434	25000	568	155	5
ENCFF265MQC	K562	ZNF324	MCF7	2959575	16434	25000	5671	468	55
ENCFF265QIF	HepG2	ZNF670	MCF7	2959575	16434	25000	15936	2577	120
ENCFF266MUT	K562	LCOR	MCF7	2959575	16434	25000	18383	2940	148
ENCFF266YHW	K562	MAX	MCF7	2959575	16434	25000	30264	3736	281
ENCFF267ADR	HepG2	RERE	MCF7	2959575	16434	25000	12821	1679	97
ENCFF267OGF	K562	SMARCA4	MCF7	2959575	16434	25000	39608	3243	347
ENCFF269PAM	K562	TFAM	MCF7	2959575	16434	25000	462	0	6
ENCFF270ONC	HepG2	GLYR1	MCF7	2959575	16434	25000	20505	3165	150
ENCFF270TMW	K562	ZC3H4	MCF7	2959575	16434	25000	5007	915	48
ENCFF270TSN	K562	ARID3B	MCF7	2959575	16434	25000	2633	371	35
ENCFF272IPH	HepG2	ZNF337	MCF7	2959575	16434	25000	9563	1697	70
ENCFF273KIA	K562	JUND	MCF7	2959575	16434	25000	35414	3553	316
ENCFF278BHW	A549	JUNB	MCF7	2959575	16434	25000	29913	3337	258
ENCFF278CIM	HepG2	TSC22D2	MCF7	2959575	16434	25000	11573	2074	87
ENCFF280AIK	K562	MTA3	MCF7	2959575	16434	25000	26208	3858	221
ENCFF281CNU	MCF-7	ZNF574	MCF7	2959575	16434	25000	3400	978	21
ENCFF282KHW	K562	MCM5	MCF7	2959575	16434	25000	743	12	6
ENCFF283FBB	MCF-7	MSX2	MCF7	2959575	16434	25000	10059	3314	68
ENCFF283UWH	K562	ZNF148	MCF7	2959575	16434	25000	23576	2773	192
ENCFF284FTY	K562	BDP1	MCF7	2959575	16434	25000	461	32	4
ENCFF285KBA	MCF-7	SNIP1	MCF7	2959575	16434	25000	2534	948	8
ENCFF285MHB	K562	HOXB6	MCF7	2959575	16434	25000	1411	258	15
ENCFF285TMA	K562	FIP1L1	MCF7	2959575	16434	25000	10446	1837	81
ENCFF286IPW	K562	YBX1	MCF7	2959575	16434	25000	533	16	5
ENCFF287TUA	HepG2	NAIF1	MCF7	2959575	16434	25000	12243	2214	98
ENCFF288BSV	HepG2	TERF1	MCF7	2959575	16434	25000	3298	549	21
ENCFF288NCG	HepG2	ZKSCAN8	MCF7	2959575	16434	25000	17390	2718	135
ENCFF289LLT	K562	SMC3	MCF7	2959575	16434	25000	26753	3957	230
ENCFF290CNC	MCF-7	MAZ	MCF7	2959575	16434	25000	15756	4705	98
ENCFF290DJX	MCF-7	EP300	MCF7	2959575	16434	25000	11945	3431	97
ENCFF290IVM	HepG2	KLF6	MCF7	2959575	16434	25000	18025	3104	142
ENCFF290UUF	HepG2	ZNF30	MCF7	2959575	16434	25000	5219	877	49
ENCFF291LHW	HepG2	ZFY	MCF7	2959575	16434	25000	40723	5486	318
ENCFF292HSS	K562	ZBTB17	MCF7	2959575	16434	25000	15182	2006	125
ENCFF292XSQ	HepG2	TARDBP	MCF7	2959575	16434	25000	7519	1077	63
ENCFF293HRO	HepG2	SFPQ	MCF7	2959575	16434	25000	422	94	2
ENCFF293NUD	HepG2	ZKSCAN1	MCF7	2959575	16434	25000	7158	971	61
ENCFF294DQQ	HepG2	ZNF160	MCF7	2959575	16434	25000	12985	2003	107
ENCFF295XBK	K562	ZNF263	MCF7	2959575	16434	25000	19116	2364	180
ENCFF295XCB	K562	ZNF444	MCF7	2959575	16434	25000	2953	418	28
ENCFF295YRT	K562	GATAD2A	MCF7	2959575	16434	25000	11793	1522	104
ENCFF296WYX	HepG2	ZNF691	MCF7	2959575	16434	25000	19205	3227	156
ENCFF298ZCT	A549	FOSL2	MCF7	2959575	16434	25000	21026	2577	167
ENCFF300AER	HepG2	ZNF17	MCF7	2959575	16434	25000	2415	413	17
ENCFF301CNM	HepG2	CEBPB	MCF7	2959575	16434	25000	21527	1631	200
ENCFF302AZX	HepG2	MYPOP	MCF7	2959575	16434	25000	24758	3824	194
ENCFF302RKX	MCF-7	OTX1	MCF7	2959575	16434	25000	7474	1712	76
ENCFF304PQQ	K562	LARP7	MCF7	2959575	16434	25000	7442	840	59
ENCFF305XQM	K562	ZNF76	MCF7	2959575	16434	25000	5891	869	51
ENCFF306TAD	K562	SNRNP70	MCF7	2959575	16434	25000	812	112	8
ENCFF306ZFX	HepG2	NFE2	MCF7	2959575	16434	25000	3509	560	25
ENCFF307GHJ	K562	POLR3G	MCF7	2959575	16434	25000	258	19	1
ENCFF307JCM	A549	PHF8	MCF7	2959575	16434	25000	17062	2857	125
ENCFF307UZC	K562	ZNF75A	MCF7	2959575	16434	25000	3927	417	34
ENCFF308CTG	HepG2	ZNF384	MCF7	2959575	16434	25000	18436	1726	149
ENCFF308RXD	HepG2	ISL2	MCF7	2959575	16434	25000	29200	3801	244
ENCFF308STQ	HepG2	NRF1	MCF7	2959575	16434	25000	16492	2413	132
ENCFF308VAI	K562	ZBTB49	MCF7	2959575	16434	25000	2748	483	26
ENCFF309DMZ	K562	THRA	MCF7	2959575	16434	25000	1793	111	14
ENCFF310CCS	K562	USF1	MCF7	2959575	16434	25000	22400	1808	183
ENCFF310IDS	A549	CHD2	MCF7	2959575	16434	25000	3410	943	21
ENCFF310IWF	HepG2	ZNF564	MCF7	2959575	16434	25000	16839	2408	130
ENCFF310TQK	HepG2	BHLHA15	MCF7	2959575	16434	25000	7233	1134	45
ENCFF312HBF	A549	BCL3	MCF7	2959575	16434	25000	24646	4649	163
